Date,Open,High,Low,Close,Volume,SMA(7),SMA(10),SMA(50),SMA(200)
2008-12-19,1.9938,2.055,1.9612,2.0338,1720720,1.886428571428574,1.9336300000000008,1.7894239999999997,1.641044000000006
2008-12-22,2.0312,2.0312,1.8862,1.9825,1325256,1.912328571428574,1.9246300000000012,1.7910739999999996,1.6466005000000061
2008-12-23,2,2.025,1.8138,1.8525,951264,1.9207142857142883,1.9058800000000011,1.7887239999999998,1.6515380000000062
2008-12-24,1.875,1.8875,1.8,1.88,315760,1.9405428571428598,1.8920000000000012,1.7877239999999994,1.6566820000000062
2008-12-26,1.8912,1.9,1.8125,1.8975,639096,1.9385857142857168,1.9016300000000013,1.7908499999999992,1.661857000000006
2008-12-29,1.8888,1.9175,1.775,1.83,997384,1.9193000000000027,1.905250000000001,1.790999999999999,1.666726000000006
2008-12-30,1.875,2,1.8325,1.9738,1044688,1.92144285714286,1.928510000000001,1.793075999999999,1.672470000000006
2008-12-31,1.99,2.0625,1.915,2.0575,1496024,1.924828571428574,1.943140000000001,1.795275999999999,1.6784075000000058
2009-01-02,2.0975,2.0975,1.9475,2.0662,944528,1.936785714285717,1.9532600000000009,1.7957239999999988,1.6844325000000058
2009-01-05,2.0538,2.2012,2.0288,2.1975,2002456,1.9860714285714314,1.9771300000000012,1.7987739999999988,1.6908010000000058
2009-01-06,2.2138,2.285,2.1488,2.2062,1383016,2.032671428571431,1.994370000000001,1.8073739999999987,1.696926000000006
2009-01-07,2.1912,2.4375,2.1162,2.4225,2151856,2.107671428571431,2.0383700000000013,1.8201999999999987,1.7039325000000058
2009-01-08,2.3688,2.385,2.0925,2.2012,3008464,2.1607000000000025,2.073240000000001,1.8319479999999988,1.7098695000000061
2009-01-09,2.2125,2.2275,2,2.0013,1898808,2.164628571428574,2.0853700000000015,1.8403239999999987,1.7147945000000062
2009-01-12,2.0013,2.1412,1.8612,1.89,1605016,2.1407000000000025,2.0846200000000015,1.842947999999999,1.719288500000006
2009-01-13,1.8875,2.0013,1.8475,1.9838,1138936,2.128928571428574,2.100000000000001,1.843823999999999,1.724282500000006
2009-01-14,1.9538,1.9988,1.9,1.9125,1105096,2.088214285714288,2.0938700000000012,1.841297999999999,1.728670000000006
2009-01-15,1.9075,2.1162,1.845,2.0825,1087032,2.07054285714286,2.096370000000001,1.843523999999999,1.7336950000000058
2009-01-16,2.15,2.2438,2.07,2.1112,2221848,2.026071428571431,2.1008700000000013,1.8458479999999988,1.7389320000000057
2009-01-20,2.0712,2.075,1.8612,1.8875,2075952,1.9812571428571455,2.069870000000001,1.8449979999999988,1.7431945000000055
2009-01-21,1.8962,2.0588,1.8962,2.0562,8572208,1.9891000000000025,2.0548700000000015,1.847921999999999,1.7481380000000055
2009-01-22,2.0013,2.14,1.9975,2.0712,1264328,2.014985714285717,2.0197400000000014,1.852321999999999,1.7535500000000053
2009-01-23,2.02,2.1512,1.9925,2.0625,642360,2.026228571428574,2.0058700000000016,1.857821999999999,1.7588565000000054
2009-01-26,2.06,2.18,2.0575,2.1288,671032,2.057128571428574,2.018620000000001,1.865721999999999,1.7644190000000055
2009-01-27,2.1438,2.1638,2.1263,2.14,506008,2.06534285714286,2.0436200000000015,1.876547999999999,1.7701380000000055
2009-01-28,2.1638,2.2888,2.1638,2.2688,925744,2.0878571428571457,2.0721200000000013,1.887373999999999,1.7764005000000054
2009-01-29,2.2325,2.255,2.0625,2.075,859064,2.11464285714286,2.088370000000001,1.8975499999999992,1.7817565000000053
2009-01-30,2.1175,2.1175,1.8212,1.8488,1668912,2.0850142857142884,2.0650000000000013,1.9019019999999989,1.7858255000000052
2009-02-02,1.825,2.0375,1.7938,2.01,1314208,2.0762714285714314,2.0548800000000016,1.912225999999999,1.790613000000005
2009-02-03,2.01,2.1662,1.965,2.0625,1398728,2.0762714285714314,2.0723800000000017,1.9252999999999991,1.795594500000005
2009-02-04,2.0562,2.1838,2.04,2.0462,807000,2.064471428571431,2.0713800000000013,1.9387239999999992,1.8004755000000052
2009-02-05,2.0225,2.215,2.0225,2.085,899432,2.0566142857142884,2.0727600000000015,1.9533739999999988,1.8057630000000051
2009-02-06,2.0762,2.1788,2.0575,2.1512,907696,2.039814285714288,2.0816300000000014,1.9649479999999988,1.8114000000000052
2009-02-09,2.135,2.1463,2.0512,2.0762,661560,2.0399857142857165,2.0763700000000016,1.9742219999999988,1.8166810000000055
2009-02-10,2.0712,2.1412,1.9862,2.0088,1015136,2.062842857142859,2.0632500000000014,1.9801979999999988,1.8215560000000055
2009-02-11,2.0238,2.0525,1.8788,1.9012,1064576,2.047300000000002,2.0264900000000017,1.984321999999999,1.8258810000000056
2009-02-12,1.875,1.8975,1.7812,1.8512,1203768,2.017114285714288,2.0041100000000016,1.9918459999999993,1.8295680000000056
2009-02-13,1.8262,1.855,1.7962,1.8112,545208,1.9835428571428595,2.0003500000000014,1.9955459999999994,1.8329365000000055
2009-02-17,1.7962,1.8125,1.7562,1.795,1019512,1.942114285714288,1.9788500000000013,1.9956459999999994,1.8362805000000058
2009-02-18,1.81,1.82,1.6625,1.68,1042392,1.8748000000000022,1.9406000000000012,1.9960699999999993,1.8391370000000058
2009-02-19,1.7075,1.7075,1.5638,1.5662,1000600,1.8019428571428595,1.8926000000000012,1.9893699999999992,1.8412930000000056
2009-02-20,1.5425,1.5688,1.4425,1.4962,1070000,1.7287142857142879,1.833720000000001,1.9778439999999993,1.8429300000000057
2009-02-23,1.5062,1.5062,1.3612,1.4138,941352,1.6590857142857165,1.759980000000001,1.965319999999999,1.8442865000000057
2009-02-24,1.4412,1.4725,1.28,1.4488,1504520,1.6016000000000024,1.6972400000000007,1.9539199999999992,1.8450930000000056
2009-02-25,1.4112,1.4338,1.3225,1.325,1119864,1.5321428571428595,1.6288600000000006,1.9443959999999993,1.8453555000000057
2009-02-26,1.3262,1.4112,1.2888,1.3612,1554984,1.470171428571431,1.5748600000000006,1.935743999999999,1.8456675000000056
2009-02-27,1.2688,1.3125,1.0875,1.1262,3162624,1.3910571428571452,1.5023600000000008,1.923443999999999,1.8446985000000056
2009-03-02,1.1262,1.1475,0.8825,0.8888,3404272,1.2942857142857167,1.4101200000000007,1.902995999999999,1.8425365000000056
2009-03-03,0.8875,0.9125,0.8288,0.845,4115336,1.2012571428571452,1.3151200000000007,1.880595999999999,1.8403425000000058
2009-03-04,0.88,1.0138,0.875,0.895,2466936,1.1271428571428594,1.2366200000000007,1.859319999999999,1.8382050000000059
2009-03-05,0.8812,1.0025,0.85,0.9288,2529104,1.0528571428571452,1.1728800000000008,1.837219999999999,1.8360365000000058
2009-03-06,0.9525,0.9525,0.845,0.8688,2823664,0.9876857142857166,1.1101400000000008,1.8149459999999988,1.833036500000006
2009-03-09,0.8612,0.8612,0.7488,0.75,1703128,0.9003714285714308,1.043760000000001,1.7928959999999987,1.829430500000006
2009-03-10,0.7738,0.8012,0.7188,0.76,3756680,0.8480571428571452,0.9748800000000009,1.7704959999999987,1.825005500000006
2009-03-11,0.785,0.8288,0.6662,0.6788,3593808,0.8180571428571451,0.910260000000001,1.7461219999999988,1.8199370000000061
2009-03-12,0.6788,0.7338,0.6388,0.6862,3250816,0.795371428571431,0.8427600000000008,1.723245999999999,1.814993000000006
2009-03-13,0.7225,0.7975,0.7188,0.7238,2081088,0.7709142857142881,0.8025200000000009,1.6982459999999988,1.810587000000006
2009-03-16,0.7788,0.9362,0.7375,0.7438,3754448,0.7444857142857167,0.7880200000000009,1.6719719999999987,1.806462000000006
2009-03-17,0.7538,0.8062,0.7113,0.805,3104672,0.7353714285714309,0.7840200000000009,1.646747999999999,1.803487000000006
2009-03-18,0.8075,1.0438,0.8075,1.0112,3405640,0.7726857142857168,0.7956400000000009,1.6230219999999989,1.801343000000006
2009-03-19,1.01,1.0112,0.8988,0.9375,1791632,0.7980428571428596,0.7965100000000009,1.5976479999999988,1.798743000000006
2009-03-20,0.9375,0.95,0.835,0.8375,1454656,0.8207142857142883,0.793380000000001,1.565947999999999,1.795399500000006
2009-03-23,0.85,1.0438,0.84,1.0438,2270064,0.8718000000000025,0.8227600000000009,1.542799999999999,1.792193500000006
2009-03-24,1.0362,1.0362,0.875,0.8812,2392016,0.8942857142857168,0.834880000000001,1.5203979999999993,1.7882620000000058
2009-03-25,0.8875,1.0625,0.885,0.9838,2985688,0.9285714285714312,0.8653800000000009,1.5022739999999992,1.7853370000000055
2009-03-26,1.0075,1.1562,0.9688,1.1513,4168808,0.9780428571428598,0.9118900000000009,1.4856239999999994,1.7829375000000056
2009-03-27,1.1238,1.125,0.9862,1.02,2862264,0.9793000000000026,0.9415100000000007,1.4677739999999995,1.7801000000000056
2009-03-30,1.0075,1.0075,0.8812,0.8975,3214264,0.9735857142857168,0.9568800000000006,1.4440739999999994,1.7768375000000054
2009-03-31,0.9138,0.995,0.8888,0.9538,1868952,0.9902000000000025,0.9717600000000006,1.4209259999999995,1.7736625000000055
2009-04-01,0.9238,1.0912,0.905,1.0612,3275192,0.9926857142857168,0.9767600000000005,1.4043999999999994,1.7711495000000053
2009-04-02,1.1025,1.175,1.0875,1.1725,2542632,1.0343000000000027,1.0002600000000004,1.3867259999999992,1.7695745000000054
2009-04-03,1.1662,1.2162,1.1312,1.2075,1263928,1.0662571428571455,1.0372600000000003,1.3694519999999992,1.7685870000000055
2009-04-06,1.185,1.1875,1.0438,1.0975,2277688,1.0585714285714312,1.0426300000000004,1.3501519999999991,1.7668805000000054
2009-04-07,1.0712,1.1075,1.0438,1.0438,1398264,1.0619714285714312,1.0588900000000006,1.3284519999999993,1.7649185000000054
2009-04-08,1.0512,1.1138,1.0438,1.1087,1502736,1.0921428571428597,1.0713800000000007,1.3078259999999993,1.7634680000000054
2009-04-09,1.14,1.2788,1.1138,1.2625,2993240,1.1362428571428598,1.0825000000000007,1.2876999999999992,1.7632180000000053
2009-04-13,1.2488,1.27,1.1862,1.2663,1907088,1.1655428571428597,1.1071300000000006,1.2715259999999993,1.7627495000000053
2009-04-14,1.2663,1.38,1.1925,1.1962,3450040,1.1689285714285738,1.1370000000000007,1.2584739999999992,1.7613930000000053
2009-04-15,1.2138,1.2462,1.1438,1.1638,1805016,1.1626857142857168,1.1580000000000008,1.2415499999999993,1.7604560000000051
2009-04-16,1.2188,1.2237,1.125,1.2025,2058720,1.177685714285717,1.1721300000000008,1.2243499999999994,1.7591375000000051
2009-04-17,1.1725,1.25,1.1725,1.2337,1939880,1.2048142857142883,1.178250000000001,1.2080999999999993,1.758362000000005
2009-04-20,1.2062,1.2062,1.0812,1.1475,1556392,1.2103571428571454,1.1722500000000011,1.1893499999999992,1.757749500000005
2009-04-21,1.145,1.2288,1.1275,1.2275,1175064,1.2053571428571455,1.185250000000001,1.1708759999999991,1.7570060000000052
2009-04-22,1.18,1.275,1.1475,1.2062,1418296,1.196771428571431,1.2014900000000008,1.1534759999999993,1.7564560000000053
2009-04-23,1.21,1.24,1.1525,1.205,1792080,1.1980285714285739,1.2111200000000006,1.1373999999999993,1.7557870000000053
2009-04-24,1.2125,1.3062,1.2062,1.2875,1641568,1.2157000000000022,1.2136200000000008,1.1251259999999992,1.7557870000000053
2009-04-27,1.2425,1.2675,1.19,1.2112,2157272,1.2169428571428595,1.208110000000001,1.1123259999999993,1.7555805000000055
2009-04-28,1.2025,1.2812,1.1912,1.2612,2089656,1.220871428571431,1.2146100000000009,1.1013259999999994,1.7562055000000054
2009-04-29,1.2675,1.475,1.26,1.4512,3311736,1.2642571428571452,1.2433500000000008,1.0944499999999993,1.7576240000000052
2009-04-30,1.4262,1.4262,1.3625,1.3688,3264072,1.2844428571428594,1.259980000000001,1.0882259999999992,1.7586180000000053
2009-05-01,1.3575,1.4875,1.3575,1.395,1218152,1.311414285714288,1.2761100000000007,1.0848019999999992,1.7593305000000052
2009-05-04,1.4075,1.5175,1.405,1.4888,1531928,1.351957142857145,1.3102400000000007,1.0846539999999991,1.7604305000000053
2009-05-05,1.505,1.5388,1.4425,1.4862,2016656,1.3803428571428593,1.3361100000000008,1.086101999999999,1.7614990000000055
2009-05-06,1.5088,1.57,1.405,1.5388,2151576,1.4271428571428595,1.3693700000000009,1.087901999999999,1.7629370000000053
2009-05-07,1.5538,1.5538,1.365,1.38,2466568,1.4441142857142881,1.3868700000000007,1.0890019999999991,1.7632060000000052
2009-05-08,1.4275,1.6238,1.3762,1.61,1376696,1.4668000000000023,1.4191200000000008,1.0939779999999992,1.7643750000000054
2009-05-11,1.5512,1.5675,1.4175,1.4488,966864,1.4782285714285737,1.4428800000000008,1.1004299999999991,1.7649690000000056
2009-05-12,1.4562,1.4912,1.3625,1.3812,1217192,1.4762571428571452,1.4548800000000006,1.1102779999999992,1.7650440000000054
2009-05-13,1.375,1.3825,1.3138,1.375,2109176,1.4600000000000024,1.4472600000000007,1.1208779999999992,1.7652250000000054
2009-05-14,1.3875,1.4562,1.3662,1.38,824264,1.4448285714285736,1.4483800000000007,1.1305779999999992,1.7649375000000054
2009-05-15,1.3788,1.41,1.3675,1.3812,550600,1.4223142857142879,1.4470000000000005,1.1396259999999991,1.7627935000000052
2009-05-18,1.4088,1.42,1.365,1.3962,1793240,1.4246285714285736,1.4377400000000007,1.1501739999999991,1.7592495000000055
2009-05-19,1.3988,1.4075,1.3738,1.3775,607432,1.3914142857142877,1.4268700000000005,1.162723999999999,1.7552060000000054
2009-05-20,1.3962,1.4612,1.335,1.3438,1088352,1.3764142857142878,1.4073700000000007,1.1743999999999992,1.7513440000000053
2009-05-21,1.3175,1.3238,1.26,1.3075,1188328,1.3658857142857161,1.4001200000000007,1.186973999999999,1.7462565000000054
2009-05-22,1.315,1.3875,1.2538,1.2562,589776,1.3489142857142877,1.3647400000000007,1.198373999999999,1.7407125000000052
2009-05-26,1.2562,1.3712,1.2562,1.355,1383888,1.3453428571428592,1.3553600000000008,1.2109979999999991,1.7364435000000054
2009-05-27,1.3362,1.4038,1.3225,1.3913,2330816,1.3467857142857163,1.3563700000000007,1.2239479999999991,1.7319375000000052
2009-05-28,1.4025,1.5125,1.305,1.4462,1527240,1.3539285714285734,1.3634900000000008,1.236771999999999,1.7268245000000053
2009-05-29,1.4512,1.4512,1.3262,1.3888,1146840,1.3555428571428592,1.3643700000000005,1.244323999999999,1.7214245000000055
2009-06-01,1.4775,1.4812,1.375,1.4538,1187600,1.3712571428571447,1.3716300000000006,1.254649999999999,1.7163625000000053
2009-06-02,1.4388,1.5,1.4025,1.4562,1994456,1.3925000000000018,1.3776300000000006,1.267023999999999,1.7114495000000054
2009-06-03,1.4438,1.4962,1.4438,1.49,1185552,1.425900000000002,1.3888800000000008,1.2759479999999992,1.7076620000000053
2009-06-04,1.4988,1.5612,1.4925,1.525,1401944,1.4501857142857162,1.4070000000000007,1.2888239999999993,1.7038245000000052
2009-06-05,1.5388,1.6712,1.5062,1.6512,1809240,1.4873142857142876,1.4413700000000005,1.3021719999999994,1.7009680000000051
2009-06-08,1.6488,1.8125,1.6488,1.76,2139400,1.532142857142859,1.4917500000000006,1.3143459999999993,1.6987180000000053
2009-06-09,1.7625,1.8562,1.7512,1.795,1112152,1.5901714285714306,1.5357500000000006,1.3298459999999994,1.6966930000000053
2009-06-10,1.7862,1.8088,1.6438,1.6962,1723144,1.624800000000002,1.5662400000000005,1.3458199999999996,1.693680000000005
2009-06-11,1.6938,1.715,1.6438,1.68,663408,1.6567714285714306,1.5896200000000005,1.3603439999999998,1.6906925000000053
2009-06-12,1.7375,1.7375,1.5888,1.675,659368,1.6832000000000022,1.6182400000000006,1.3726199999999997,1.6878050000000053
2009-06-15,1.6075,1.6375,1.565,1.6288,1037160,1.6980285714285734,1.6357400000000006,1.3817459999999997,1.6843550000000054
2009-06-16,1.625,1.6775,1.6062,1.6112,1067216,1.6923142857142879,1.6512400000000007,1.3898199999999996,1.6805110000000054
2009-06-17,1.5925,1.6388,1.5325,1.6212,619936,1.6724857142857166,1.6643600000000007,1.4002939999999997,1.6770230000000053
2009-06-18,1.6112,1.6712,1.5712,1.6125,1359136,1.646414285714288,1.6731100000000005,1.4116679999999997,1.6728980000000053
2009-06-19,1.6475,1.6812,1.6075,1.6262,1102272,1.6364142857142883,1.6706100000000006,1.4220179999999996,1.667673000000005
2009-06-22,1.5862,1.6025,1.525,1.5325,966248,1.6153428571428599,1.6478600000000008,1.4274179999999996,1.6620665000000054
2009-06-23,1.5425,1.6075,1.5338,1.5675,1218888,1.5999857142857168,1.6251100000000007,1.4334419999999994,1.6579665000000054
2009-06-24,1.5912,1.695,1.5862,1.6562,1732744,1.6039000000000025,1.621110000000001,1.4426419999999993,1.6532290000000054
2009-06-25,1.6475,1.7375,1.6312,1.7362,909528,1.6217571428571453,1.626730000000001,1.4540899999999994,1.6492350000000053
2009-06-26,1.7275,1.7275,1.6338,1.6925,3318888,1.6319428571428598,1.6284800000000008,1.4638899999999992,1.6446415000000052
2009-06-29,1.7238,1.75,1.6625,1.6725,703528,1.640514285714288,1.6328500000000008,1.4726659999999994,1.6405230000000055
2009-06-30,1.6925,1.7088,1.6438,1.6712,1359200,1.6469428571428595,1.6388500000000008,1.4831399999999995,1.6357040000000054
2009-07-01,1.7025,1.7088,1.6188,1.6325,676664,1.6612285714285737,1.6399800000000007,1.491239999999999,1.6319605000000055
2009-07-02,1.6075,1.62,1.49,1.5438,1161968,1.6578428571428598,1.6331100000000007,1.4979919999999993,1.6269295000000055
2009-07-06,1.5388,1.5738,1.5025,1.5612,696160,1.644271428571431,1.6266100000000006,1.5051159999999992,1.6233980000000054
2009-07-07,1.705,1.7262,1.6075,1.6138,3033528,1.6267857142857167,1.6347400000000003,1.5116419999999993,1.6207480000000054
2009-07-08,1.6275,1.63,1.53,1.5488,1745928,1.6062571428571455,1.6328700000000005,1.5183939999999994,1.6165230000000053
2009-07-09,1.5625,1.5775,1.5163,1.5312,897880,1.5860714285714312,1.6203700000000005,1.5237939999999992,1.6125540000000056
2009-07-10,1.515,1.5512,1.4625,1.4888,756040,1.5600142857142882,1.5956300000000003,1.524545999999999,1.6086230000000057
2009-07-13,1.475,1.4962,1.4388,1.4875,997392,1.5393000000000026,1.5751300000000004,1.5269199999999992,1.604985500000006
2009-07-14,1.4938,1.5163,1.465,1.4837,554240,1.5307142857142886,1.5562500000000006,1.5286939999999993,1.6007040000000061
2009-07-15,1.5025,1.6938,1.5025,1.6838,2449496,1.5482285714285742,1.5575100000000004,1.5325939999999993,1.597479000000006
2009-07-16,1.6775,1.7362,1.645,1.725,993696,1.5641142857142885,1.5667600000000004,1.5373699999999995,1.595316500000006
2009-07-17,1.7275,1.7988,1.6862,1.79,1369424,1.5985714285714312,1.5913800000000002,1.5423939999999996,1.5929475000000062
2009-07-20,1.8062,1.8425,1.78,1.83,702136,1.6412571428571456,1.61826,1.5513939999999997,1.591510000000006
2009-07-21,1.8588,1.8775,1.7688,1.8575,711880,1.6939285714285741,1.64263,1.5563439999999997,1.5904725000000062
2009-07-22,1.84,1.875,1.7462,1.7612,1328320,1.7330285714285742,1.66387,1.5625919999999995,1.589609500000006
2009-07-23,1.755,1.905,1.7525,1.8712,835344,1.788385714285717,1.69787,1.5723919999999996,1.5893405000000058
2009-07-24,1.87,1.9038,1.8075,1.8875,1168936,1.8174857142857168,1.73774,1.5826419999999997,1.5900280000000058
2009-07-27,1.8875,2.055,1.85,2.0138,1498752,1.8587428571428597,1.79037,1.5953179999999998,1.591341000000006
2009-07-28,1.9988,2.0512,1.9062,2.0162,2701024,1.8910571428571452,1.8436200000000003,1.6080179999999995,1.593572000000006
2009-07-29,2.0175,2.1312,1.8575,1.9062,3460352,1.9019428571428596,1.86586,1.6182179999999997,1.593603000000006
2009-07-30,1.955,2.0062,1.8825,1.9962,2592824,1.9217571428571454,1.89298,1.6305919999999998,1.593734000000006
2009-07-31,1.9925,2.0625,1.985,2.0438,1351240,1.9621285714285739,1.9183600000000003,1.6445919999999998,1.5943030000000058
2009-08-03,2.0688,2.14,2.03,2.065,2226440,1.9898142857142882,1.9418600000000001,1.6597419999999996,1.5959220000000058
2009-08-04,2.05,2.1088,2.01,2.0662,1891040,2.0153428571428598,1.96273,1.6759419999999994,1.5971405000000058
2009-08-05,2.0725,2.1538,2.0338,2.1362,1066056,2.032828571428574,2.00023,1.6915659999999995,1.5984715000000056
2009-08-06,2.1388,2.2188,2.0862,2.1188,1448960,2.0474857142857172,2.0249900000000003,1.7061159999999993,1.5993280000000059
2009-08-07,2.1525,2.2,2.0862,2.14,1787480,2.080885714285717,2.0502400000000005,1.719991999999999,1.5998090000000058
2009-08-10,2.14,2.2075,2.1175,2.1638,1425280,2.104828571428574,2.0652400000000006,1.735491999999999,1.6004030000000058
2009-08-11,2.1463,2.1712,2.0162,2.0888,1239168,2.1112571428571454,2.0725000000000007,1.748191999999999,1.6019660000000056
2009-08-12,2.0888,2.1325,2.0888,2.1162,1168424,2.1185714285714314,2.0935000000000006,1.7613919999999994,1.6036410000000054
2009-08-13,2.1263,2.185,2.095,2.1325,569400,2.12804285714286,2.1071300000000006,1.7742419999999992,1.6062345000000053
2009-08-14,2.1175,2.1188,1.9975,2.06,823968,2.117157142857146,2.1087500000000006,1.7849419999999991,1.6086220000000053
2009-08-17,1.975,2.0662,1.975,2.0388,1081896,2.1057285714285743,2.1061300000000003,1.7926939999999991,1.6100220000000052
2009-08-18,2.0675,2.16,2.0388,2.1463,1734008,2.106628571428574,2.1141400000000004,1.8004199999999988,1.6110535000000052
2009-08-19,2.1025,2.1562,2.1012,2.1538,1903336,2.1052000000000026,2.115900000000001,1.8075959999999989,1.6116285000000052
2009-08-20,2.14,2.1888,2.1388,2.1862,991160,2.1191142857142884,2.1226400000000005,1.817395999999999,1.6127035000000052
2009-08-21,2.2188,2.2812,2.2188,2.2588,1539160,2.139485714285717,2.1345200000000006,1.8289719999999985,1.6140225000000052
2009-08-24,2.2688,2.2862,2.2438,2.285,1118568,2.1612714285714314,2.1466400000000005,1.8411719999999985,1.6157975000000053
2009-08-25,2.3062,2.3875,2.2825,2.3488,2341480,2.2025285714285743,2.1726400000000003,1.8555719999999984,1.6179915000000051
2009-08-26,2.3412,2.3888,2.3262,2.3737,721640,2.250371428571431,2.1983900000000007,1.8708219999999987,1.620604000000005
2009-08-27,2.3575,2.4038,2.29,2.3912,1384248,2.2853571428571455,2.2242600000000006,1.8862219999999985,1.623622500000005
2009-08-28,2.4112,2.4112,2.3438,2.3763,1063344,2.3171428571428594,2.255890000000001,1.9014979999999986,1.6268350000000051
2009-08-31,2.375,2.3925,2.35,2.3763,1567760,2.3443000000000027,2.289640000000001,1.9164999999999985,1.6307230000000053
2009-09-01,2.3512,2.445,2.3212,2.345,1778128,2.3566142857142878,2.3095100000000004,1.9327499999999986,1.6338105000000054
2009-09-02,2.3438,2.3825,2.3238,2.3425,933776,2.364828571428574,2.3283800000000006,1.9482499999999987,1.6376920000000053
2009-09-03,2.3475,2.3675,2.31,2.3638,666528,2.366971428571431,2.346140000000001,1.9624019999999986,1.6413550000000054
2009-09-04,2.3462,2.4038,2.3212,2.385,742832,2.3685857142857167,2.358760000000001,1.975377999999999,1.6458110000000052
2009-09-08,2.4062,2.4062,2.36,2.3763,2163464,2.366457142857145,2.367890000000001,1.989053999999999,1.6506485000000055
2009-09-09,2.375,2.4875,2.3537,2.4188,1034864,2.3725285714285738,2.374890000000001,2.003979999999999,1.6558675000000054
2009-09-10,2.4075,2.4362,2.375,2.4162,1093696,2.3782285714285734,2.379140000000001,2.0188799999999993,1.6611860000000052
2009-09-11,2.4138,2.4338,2.3588,2.4125,811424,2.3878714285714304,2.381270000000001,2.0344799999999994,1.6653860000000054
2009-09-14,2.3788,2.4375,2.3575,2.43,1798520,2.400371428571431,2.3866400000000008,2.0522039999999993,1.6694735000000054
2009-09-15,2.4162,2.49,2.405,2.4762,997824,2.416428571428574,2.396630000000001,2.0705039999999992,1.6733045000000055
2009-09-16,2.475,2.625,2.4538,2.6212,1844544,2.450171428571431,2.4242500000000007,2.0906519999999995,1.6779355000000056
2009-09-17,2.6188,2.6525,2.5425,2.5438,1373904,2.4741000000000026,2.4443800000000007,2.1105519999999998,1.6832795000000054
2009-09-18,2.5675,2.5912,2.53,2.5438,1174664,2.4919571428571454,2.4623800000000005,2.1308039999999995,1.6878675000000052
2009-09-21,2.5,2.55,2.4725,2.5338,1283856,2.5087571428571454,2.4772600000000002,2.1517039999999996,1.691586500000005
2009-09-22,2.5562,2.5962,2.5162,2.5375,1484672,2.526614285714288,2.4933800000000006,2.1727039999999995,1.6959800000000052
2009-09-23,2.5362,2.5712,2.305,2.3763,2186376,2.51894285714286,2.4891300000000003,2.1905559999999995,1.6983555000000052
2009-09-24,2.3825,2.395,2.26,2.2875,1008520,2.491985714285717,2.476260000000001,2.2026299999999996,1.6994305000000054
2009-09-25,2.285,2.305,2.2188,2.2475,678424,2.4386000000000023,2.45976,2.2130799999999997,1.7004680000000052
2009-09-28,2.2562,2.3212,2.2138,2.3112,686208,2.405371428571431,2.4478800000000005,2.2235039999999997,1.7019300000000053
2009-09-29,2.3062,2.3625,2.2738,2.2925,537440,2.3694714285714307,2.4295100000000005,2.2327539999999995,1.7043865000000054
2009-09-30,2.2875,2.325,2.1688,2.275,1098200,2.3325000000000022,2.39489,2.2411039999999995,1.7067925000000053
2009-10-01,2.2525,2.26,2.1312,2.135,907360,2.275000000000002,2.35401,2.2485799999999996,1.7087615000000054
2009-10-02,2.105,2.1912,2.0575,2.15,1381992,2.242671428571431,2.31463,2.254156,1.7099555000000053
2009-10-05,2.1525,2.2487,2.1525,2.235,614672,2.2351714285714306,2.28475,2.261106,1.7113055000000055
2009-10-06,2.25,2.3188,2.2225,2.3188,691048,2.2453571428571446,2.26288,2.267206,1.7131055000000055
2009-10-07,2.3175,2.325,2.255,2.2575,478104,2.2376857142857163,2.251,2.2720319999999994,1.7142240000000055
2009-10-08,2.2862,2.3938,2.2862,2.315,834536,2.240900000000002,2.2537499999999997,2.2802079999999996,1.7158865000000054
2009-10-09,2.3188,2.3763,2.3188,2.375,465048,2.2551857142857163,2.2664999999999997,2.2877839999999994,1.7184990000000053
2009-10-12,2.3838,2.4062,2.3212,2.3462,483256,2.2853571428571446,2.27,2.293831999999999,1.7208300000000054
2009-10-13,2.3537,2.43,2.3338,2.4288,812008,2.325185714285716,2.2836299999999996,2.3011079999999993,1.7234865000000057
2009-10-14,2.4625,2.4925,2.4175,2.4512,656656,2.3560714285714304,2.30125,2.3088079999999995,1.7265925000000055
2009-10-15,2.4338,2.4825,2.4112,2.4262,431760,2.371414285714288,2.33037,2.3146079999999993,1.7288545000000055
2009-10-16,2.3938,2.4462,2.3737,2.4188,460680,2.3944571428571453,2.35725,2.3206079999999996,1.7306610000000056
2009-10-19,2.4175,2.4688,2.375,2.4225,456352,2.409814285714288,2.3760000000000003,2.3262579999999993,1.7324425000000057
2009-10-20,2.42,2.42,2.2788,2.3362,608920,2.404271428571431,2.37774,2.329706,1.7331360000000058
2009-10-21,2.335,2.4275,2.28,2.2825,838040,2.3951714285714307,2.3802399999999997,2.3335799999999995,1.7335175000000058
2009-10-22,2.2812,2.4225,2.2338,2.405,844648,2.391771428571431,2.38924,2.3393559999999995,1.7334300000000056
2009-10-23,2.4012,2.4175,2.2925,2.3638,1841840,2.379285714285717,2.38812,2.3439819999999996,1.7342430000000055
2009-10-26,2.36,2.3988,2.2238,2.2487,1301168,2.3539285714285745,2.37837,2.3477559999999995,1.7354800000000055
2009-10-27,2.2662,2.32,2.2075,2.2625,1127496,2.3316000000000026,2.36174,2.3522299999999996,1.7373425000000053
2009-10-28,2.2538,2.2762,2.0812,2.11,1095360,2.2869571428571454,2.32762,2.351504,1.7379735000000056
